# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:18:35 wavelength [nm] [Tab] light intensity Exposure time = 8 ms
wavelength	intensity
309.9	153
312.5	95
315.2	345
317.9	134
320.6	268
323.3	268
325.9	134
328.6	364
331.3	268
333.9	115
336.6	383
339.2	211
341.9	326
344.6	287
347.2	153
349.9	287
352.5	211
355.2	172
357.8	364
360.4	95
363.1	326
365.7	191
368.3	134
371.0	326
373.6	134
376.2	134
378.8	383
381.4	172
384.0	326
386.7	287
389.3	134
391.9	287
394.5	211
397.0	249
399.6	268
402.2	230
404.8	307
407.4	249
410.0	211
412.5	326
415.1	326
417.7	191
420.2	441
422.8	249
425.3	307
427.9	364
430.4	249
433.0	479
435.5	326
438.0	326
440.6	556
443.1	383
445.6	498
448.1	594
450.6	364
453.1	652
455.7	690
458.1	614
460.6	710
463.1	479
465.6	710
468.1	633
470.6	479
473.0	594
475.5	575
478.0	479
480.4	690
482.9	537
485.3	537
487.8	652
490.2	537
492.6	498
495.1	498
497.5	441
499.9	652
502.3	441
504.7	575
507.1	671
509.5	518
511.9	671
514.3	671
516.7	498
519.1	786
521.4	633
523.8	594
526.2	710
528.5	594
530.9	806
533.2	690
535.6	748
537.9	863
540.2	786
542.5	806
544.9	806
547.2	786
549.5	1074
551.8	901
554.1	978
556.4	1017
558.7	882
560.9	978
563.2	1093
565.5	901
567.7	1170
570.0	1189
572.2	1017
574.5	1247
576.7	1093
579.0	1113
581.2	1209
583.4	1170
585.6	1362
587.8	1209
590.0	1132
592.2	1381
594.4	1209
596.6	1400
598.8	1362
601.0	1170
603.1	1324
605.3	1170
607.4	1170
609.6	1324
611.7	1113
613.9	1247
616.0	1324
618.1	1151
620.3	1209
622.4	1055
624.5	1093
626.6	1113
628.7	901
630.8	1055
632.8	940
634.9	767
637.0	959
639.1	806
641.1	710
643.2	901
645.2	748
647.2	806
649.3	767
651.3	594
653.3	748
655.3	633
657.3	652
659.3	748
661.3	556
663.3	556
665.3	652
667.3	479
669.3	671
671.2	556
673.2	403
675.1	594
677.1	345
679.0	479
680.9	594
682.9	441
684.8	594
686.7	422
688.6	403
690.5	460
692.4	403
694.3	556
696.2	575
698.0	249
699.9	307
701.8	441
703.6	326
705.5	498
707.3	307
709.1	403
711.0	441
712.8	326
714.6	441
716.4	441
718.2	326
720.0	441
721.8	307
723.6	383
725.4	345
727.1	191
728.9	326
730.7	364
732.4	326
734.2	345
735.9	172
737.6	326
739.4	345
741.1	268
742.8	403
744.5	287
746.2	191
747.9	479
749.6	326
751.3	345
753.0	326
754.6	153
756.3	441
758.0	287
759.6	211
761.3	403
762.9	249
764.5	268
766.2	460
767.8	249
769.4	345
771.0	287
772.6	230
774.2	479
775.8	249
777.4	326
779.0	287
780.5	268
782.1	364
783.7	287
785.2	287
786.8	422
788.3	287
789.8	326
791.4	345
792.9	249
794.4	422
795.9	287
797.4	287
798.9	441
800.4	345
801.9	403
803.4	307
804.9	134
806.4	403
807.8	345
809.3	307
810.7	403
812.2	191
813.6	345
815.1	345
816.5	249
817.9	364
819.4	211
820.8	211
822.2	460
823.6	268
825.0	326
826.4	345
827.8	211
829.1	422
830.5	307
831.9	249
833.3	403
834.6	191
836.0	326
837.3	403
838.7	191
840.0	403
841.4	230
842.7	211
844.0	383
845.3	76
846.7	249
848.0	345
849.3	172
850.6	383
851.9	191
853.2	134
854.5	364
855.7	172
857.0	268
858.3	307
859.6	134
860.8	403
862.1	249
863.3	230
864.6	403
865.8	191
867.1	345
868.3	345
869.5	153
870.8	364
872.0	211
873.2	172
874.4	345
875.6	172
876.8	230
878.0	249
879.2	230
880.4	326
