# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:34:28 wavelength [nm] [Tab] light intensity Exposure time = 7 ms
wavelength	intensity
309.9	307
312.5	172
315.2	364
317.9	191
320.6	403
323.3	345
325.9	249
328.6	498
331.3	287
333.9	172
336.6	403
339.2	249
341.9	403
344.6	345
347.2	191
349.9	364
352.5	287
355.2	268
357.8	518
360.4	211
363.1	479
365.7	287
368.3	268
371.0	479
373.6	345
376.2	326
378.8	498
381.4	364
384.0	498
386.7	556
389.3	518
391.9	652
394.5	690
397.0	633
399.6	710
402.2	748
404.8	825
407.4	825
410.0	806
412.5	863
415.1	901
417.7	825
420.2	1093
422.8	959
425.3	1093
427.9	1113
430.4	1093
433.0	1458
435.5	1420
438.0	1381
440.6	1516
443.1	1458
445.6	1631
448.1	2015
450.6	2015
453.1	2072
455.7	1707
458.1	1554
460.6	1976
463.1	2398
465.6	3531
468.1	3818
470.6	2322
473.0	1823
475.5	1477
478.0	901
480.4	940
482.9	882
485.3	978
487.8	1362
490.2	1976
492.6	3166
495.1	4433
497.5	7254
499.9	5239
502.3	2091
504.7	1266
507.1	1285
509.5	1170
511.9	1496
514.3	2168
516.7	1324
519.1	1209
521.4	940
523.8	901
526.2	978
528.5	901
530.9	1093
533.2	1093
535.6	1113
537.9	1343
540.2	1362
542.5	1861
544.9	2437
547.2	3012
549.5	4125
551.8	4855
554.1	6160
556.4	7695
558.7	10228
560.9	14604
563.2	18902
565.5	27653
567.7	38669
570.0	25984
572.2	21109
574.5	21838
576.7	26291
579.0	33027
581.2	40242
583.4	47765
585.6	46537
587.8	35637
590.0	43581
592.2	57284
594.4	56669
596.6	51622
598.8	44694
601.0	37402
603.1	31798
605.3	27346
607.4	24506
609.6	22050
611.7	20610
613.9	21359
616.0	19516
618.1	14469
620.3	12896
622.4	11341
624.5	10324
626.6	9921
628.7	8885
630.8	8463
632.8	8002
634.9	7503
637.0	7234
639.1	6582
641.1	6256
643.2	6045
645.2	5622
647.2	5354
649.3	5085
651.3	4701
653.3	4644
655.3	4490
657.3	4394
659.3	4356
661.3	4010
663.3	4183
665.3	4183
667.3	4125
669.3	4317
671.2	4049
673.2	3799
675.1	3818
677.1	3204
679.0	3012
680.9	2782
682.9	2398
684.8	2360
686.7	2168
688.6	2034
690.5	2015
692.4	1842
694.3	1899
696.2	1899
698.0	1631
699.9	1707
701.8	1573
703.6	1554
705.5	1669
707.3	1516
709.1	1669
711.0	1573
712.8	1516
714.6	1631
716.4	1496
718.2	1285
720.0	1477
721.8	1324
723.6	1400
725.4	1400
727.1	1247
728.9	1362
730.7	1400
732.4	1304
734.2	1362
735.9	1132
737.6	1266
739.4	1304
741.1	1132
742.8	1247
744.5	1170
746.2	1093
747.9	1324
749.6	1170
751.3	1170
753.0	1285
754.6	978
756.3	1324
758.0	1247
759.6	1209
761.3	1477
762.9	1707
764.5	2091
766.2	2590
767.8	2091
769.4	2091
771.0	1477
772.6	1093
774.2	1189
775.8	1093
777.4	1017
779.0	1093
780.5	940
782.1	1093
783.7	959
785.2	940
786.8	1113
788.3	940
789.8	1113
791.4	1113
792.9	978
794.4	1285
795.9	1247
797.4	1324
798.9	1516
800.4	1458
801.9	1554
803.4	1631
804.9	1707
806.4	2552
807.8	3051
809.3	3588
810.7	5162
812.2	7273
813.6	10919
815.1	15985
816.5	23354
817.9	28689
819.4	23393
820.8	12377
822.2	7388
823.6	4951
825.0	3684
826.4	2552
827.8	1976
829.1	1669
830.5	1209
831.9	1017
833.3	940
834.6	806
836.0	978
837.3	901
838.7	748
840.0	786
841.4	594
842.7	518
844.0	652
845.3	441
846.7	575
848.0	633
849.3	479
850.6	614
851.9	441
853.2	403
854.5	594
855.7	403
857.0	498
858.3	556
859.6	230
860.8	594
862.1	441
863.3	364
864.6	633
865.8	383
867.1	518
868.3	556
869.5	268
870.8	498
872.0	364
873.2	364
874.4	518
875.6	345
876.8	403
878.0	460
879.2	383
880.4	441
