# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:57:53 wavelength [nm] [Tab] light intensity Exposure time = 100 ms
wavelength	intensity
309.9	498
312.5	479
315.2	652
317.9	441
320.6	652
323.3	594
325.9	422
328.6	652
331.3	556
333.9	441
336.6	652
339.2	498
341.9	556
344.6	594
347.2	364
349.9	498
352.5	460
355.2	403
357.8	652
360.4	364
363.1	614
365.7	441
368.3	345
371.0	537
373.6	403
376.2	383
378.8	575
381.4	460
384.0	537
386.7	498
389.3	441
391.9	614
394.5	556
397.0	594
399.6	729
402.2	748
404.8	1132
407.4	1573
410.0	2187
412.5	3204
415.1	4970
417.7	7119
420.2	10650
422.8	14834
425.3	20514
427.9	27423
430.4	35445
433.0	43850
435.5	51987
438.0	57610
440.6	61390
443.1	61237
445.6	58281
448.1	51219
450.6	42353
453.1	35022
455.7	29361
458.1	24967
460.6	21896
463.1	18902
465.6	16906
468.1	15083
470.6	14009
473.0	13836
475.5	14009
478.0	14700
480.4	15870
482.9	17444
485.3	19478
487.8	21838
490.2	24352
492.6	27269
495.1	29649
497.5	32374
499.9	35483
502.3	38208
504.7	39897
507.1	41643
509.5	43313
511.9	44790
514.3	46556
516.7	48187
519.1	49626
521.4	50855
523.8	52927
526.2	54520
528.5	55556
530.9	56669
533.2	57284
535.6	57994
537.9	60085
540.2	60680
542.5	62465
544.9	64058
547.2	64883
549.5	65324
551.8	65593
554.1	65958
556.4	66034
558.7	65977
560.9	66150
563.2	66034
565.5	66034
567.7	66188
570.0	66207
572.2	66207
574.5	66188
576.7	66188
579.0	66265
581.2	66265
583.4	66207
585.6	66207
587.8	66150
590.0	66150
592.2	66188
594.4	66188
596.6	66188
598.8	66188
601.0	66188
603.1	66265
605.3	66207
607.4	66150
609.6	66188
611.7	66188
613.9	66207
616.0	66207
618.1	66188
620.3	66207
622.4	66150
624.5	66207
626.6	65958
628.7	65574
630.8	64806
632.8	62964
634.9	61582
637.0	60028
639.1	57188
641.1	54232
643.2	51929
645.2	49588
647.2	46537
649.3	43754
651.3	40492
653.3	37594
655.3	35598
657.3	32892
659.3	30666
661.3	28421
663.3	26886
665.3	24813
667.3	22433
669.3	20745
671.2	19171
673.2	17425
675.1	16254
677.1	14930
679.0	14105
680.9	13107
682.9	12243
684.8	12032
686.7	10881
688.6	10190
690.5	9499
692.4	8962
694.3	8424
696.2	7925
698.0	7023
699.9	6505
701.8	6198
703.6	5737
705.5	5661
707.3	5085
709.1	4778
711.0	4740
712.8	4279
714.6	3914
716.4	3722
718.2	3377
720.0	3300
721.8	3070
723.6	2897
725.4	2590
727.1	2302
728.9	2322
730.7	2206
732.4	2168
734.2	2187
735.9	1707
737.6	1861
739.4	1727
741.1	1554
742.8	1573
744.5	1285
746.2	1170
747.9	1439
749.6	1170
751.3	1093
753.0	1132
754.6	901
756.3	1132
758.0	959
759.6	863
761.3	1055
762.9	786
764.5	825
766.2	997
767.8	710
769.4	786
771.0	710
772.6	633
774.2	844
775.8	652
777.4	748
779.0	671
780.5	594
782.1	710
783.7	518
785.2	498
786.8	652
788.3	479
789.8	652
791.4	710
792.9	422
794.4	671
795.9	518
797.4	518
798.9	671
800.4	556
801.9	633
803.4	518
804.9	383
806.4	633
807.8	594
809.3	518
810.7	671
812.2	479
813.6	652
815.1	633
816.5	556
817.9	710
819.4	479
820.8	383
822.2	729
823.6	537
825.0	633
826.4	594
827.8	518
829.1	671
830.5	556
831.9	575
833.3	690
834.6	441
836.0	690
837.3	633
838.7	594
840.0	710
841.4	518
842.7	479
844.0	537
845.3	441
846.7	479
848.0	594
849.3	498
850.6	594
851.9	479
853.2	441
854.5	633
855.7	498
857.0	479
858.3	537
859.6	230
860.8	594
862.1	460
863.3	364
864.6	556
865.8	364
867.1	518
868.3	556
869.5	345
870.8	518
872.0	422
873.2	441
874.4	594
875.6	479
876.8	460
878.0	498
879.2	441
880.4	556
