# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:24:08 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	307
312.5	230
315.2	345
317.9	211
320.6	364
323.3	364
325.9	153
328.6	383
331.3	326
333.9	191
336.6	403
339.2	211
341.9	383
344.6	326
347.2	211
349.9	345
352.5	249
355.2	268
357.8	403
360.4	172
363.1	364
365.7	268
368.3	172
371.0	287
373.6	191
376.2	153
378.8	403
381.4	249
384.0	345
386.7	345
389.3	287
391.9	441
394.5	441
397.0	479
399.6	671
402.2	652
404.8	806
407.4	844
410.0	844
412.5	863
415.1	1055
417.7	959
420.2	1247
422.8	1151
425.3	1247
427.9	1324
430.4	1477
433.0	1842
435.5	1842
438.0	1823
440.6	1899
443.1	1880
445.6	2245
448.1	2437
450.6	2283
453.1	2341
455.7	2034
458.1	2130
460.6	3012
463.1	3511
465.6	4145
468.1	4010
470.6	2993
473.0	2091
475.5	1420
478.0	997
480.4	1017
482.9	959
485.3	1093
487.8	1554
490.2	3012
492.6	5315
495.1	6179
497.5	6812
499.9	5430
502.3	2494
504.7	1420
507.1	1362
509.5	1477
511.9	1727
514.3	1861
516.7	1458
519.1	1132
521.4	806
523.8	863
526.2	921
528.5	748
530.9	882
533.2	959
535.6	997
537.9	1400
540.2	1420
542.5	1842
544.9	2187
547.2	2590
549.5	3243
551.8	3703
554.1	4740
556.4	6083
558.7	8424
560.9	15947
563.2	22165
565.5	25370
567.7	27903
570.0	24161
572.2	17770
574.5	16369
576.7	19056
579.0	23892
581.2	25811
583.4	26137
585.6	27519
587.8	27346
590.0	29208
592.2	34946
594.4	37901
596.6	37018
598.8	33506
601.0	29131
603.1	25619
605.3	22357
607.4	20514
609.6	19612
611.7	17943
613.9	16887
616.0	15601
618.1	12915
620.3	10881
622.4	9614
624.5	8770
626.6	8232
628.7	7426
630.8	7081
632.8	6467
634.9	5949
637.0	5910
639.1	5354
641.1	4970
643.2	4893
645.2	4471
647.2	4413
649.3	4087
651.3	3914
653.3	3838
655.3	3780
657.3	3588
659.3	3627
661.3	3396
663.3	3415
665.3	3415
667.3	3243
669.3	3703
671.2	3243
673.2	3012
675.1	3051
677.1	2494
679.0	2475
680.9	2226
682.9	1823
684.8	1880
686.7	1573
688.6	1400
690.5	1535
692.4	1362
694.3	1362
696.2	1439
698.0	1113
699.9	1189
701.8	1093
703.6	1074
705.5	1209
707.3	1055
709.1	1113
711.0	1151
712.8	1036
714.6	1093
716.4	1093
718.2	901
720.0	1055
721.8	978
723.6	959
725.4	1055
727.1	786
728.9	921
730.7	978
732.4	921
734.2	978
735.9	748
737.6	882
739.4	863
741.1	825
742.8	921
744.5	863
746.2	729
747.9	1055
749.6	901
751.3	901
753.0	921
754.6	710
756.3	901
758.0	748
759.6	786
761.3	1017
762.9	921
764.5	997
766.2	1132
767.8	1055
769.4	1036
771.0	901
772.6	710
774.2	882
775.8	690
777.4	748
779.0	710
780.5	633
782.1	786
783.7	748
785.2	729
786.8	844
788.3	594
789.8	748
791.4	901
792.9	633
794.4	863
795.9	767
797.4	748
798.9	978
800.4	901
801.9	997
803.4	1093
804.9	940
806.4	1362
807.8	1516
809.3	1938
810.7	3128
812.2	4797
813.6	7177
815.1	9077
816.5	10132
817.9	11322
819.4	11111
820.8	9998
822.2	7983
823.6	5200
825.0	3396
826.4	2475
827.8	1688
829.1	1535
830.5	1247
831.9	1055
833.3	1055
834.6	748
836.0	882
837.3	901
838.7	748
840.0	825
841.4	633
842.7	556
844.0	690
845.3	441
846.7	594
848.0	575
849.3	403
850.6	575
851.9	441
853.2	403
854.5	633
855.7	364
857.0	498
858.3	441
859.6	249
860.8	556
862.1	345
863.3	326
864.6	518
865.8	326
867.1	498
868.3	479
869.5	326
870.8	537
872.0	364
873.2	345
874.4	518
875.6	364
876.8	326
878.0	422
879.2	364
880.4	441
