# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:30:18 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	211
312.5	172
315.2	479
317.9	249
320.6	345
323.3	403
325.9	230
328.6	403
331.3	383
333.9	211
336.6	441
339.2	326
341.9	403
344.6	441
347.2	249
349.9	422
352.5	287
355.2	249
357.8	479
360.4	211
363.1	441
365.7	307
368.3	134
371.0	403
373.6	287
376.2	191
378.8	403
381.4	287
384.0	403
386.7	403
389.3	230
391.9	403
394.5	364
397.0	364
399.6	441
402.2	498
404.8	767
407.4	1055
410.0	1400
412.5	2168
415.1	3262
417.7	4509
420.2	6851
422.8	9192
425.3	12876
427.9	17252
430.4	22587
433.0	29361
435.5	36059
438.0	41778
440.6	45923
443.1	45577
445.6	42622
448.1	35598
450.6	28651
453.1	23470
455.7	19708
458.1	16715
460.6	14373
463.1	11974
465.6	10650
468.1	9269
470.6	8616
473.0	8578
475.5	8654
478.0	8731
480.4	9480
482.9	10362
485.3	11360
487.8	12934
490.2	14373
492.6	16177
495.1	17674
497.5	19133
499.9	20898
502.3	22126
504.7	24237
507.1	24967
509.5	26195
511.9	27212
514.3	28210
516.7	29304
519.1	30436
521.4	31453
523.8	33046
526.2	33813
528.5	34274
530.9	35483
533.2	36020
535.6	36481
537.9	37652
540.2	38093
542.5	39321
544.9	40703
547.2	41470
549.5	42929
551.8	43428
554.1	44848
556.4	45174
558.7	45999
560.9	47535
563.2	48513
565.5	49876
567.7	51718
570.0	53138
572.2	54136
574.5	55441
576.7	56976
579.0	57859
581.2	58185
583.4	58742
585.6	58358
587.8	57955
590.0	57149
592.2	56976
594.4	55441
596.6	55441
598.8	53906
601.0	51910
603.1	50989
605.3	50183
607.4	47611
609.6	46633
611.7	44387
613.9	42046
616.0	40357
618.1	38477
620.3	36500
622.4	34523
624.5	33410
626.6	31645
628.7	30033
630.8	28421
632.8	27423
634.9	26291
637.0	25370
639.1	23681
641.1	22587
643.2	21301
645.2	20130
647.2	19286
649.3	17751
651.3	16542
653.3	15314
655.3	14738
657.3	13836
659.3	13107
661.3	12147
663.3	11648
665.3	10938
667.3	9806
669.3	9288
671.2	8482
673.2	7772
675.1	7503
677.1	6889
679.0	6467
680.9	6217
682.9	5526
684.8	5488
686.7	4989
688.6	4548
690.5	4317
692.4	4030
694.3	3761
696.2	3627
698.0	3089
699.9	2974
701.8	2936
703.6	2609
705.5	2725
707.3	2283
709.1	2283
711.0	2168
712.8	1899
714.6	1899
716.4	1727
718.2	1631
720.0	1707
721.8	1362
723.6	1400
725.4	1304
727.1	1017
728.9	1189
730.7	1266
732.4	1055
734.2	1074
735.9	863
737.6	997
739.4	940
741.1	806
742.8	882
744.5	690
746.2	594
747.9	806
749.6	710
751.3	652
753.0	729
754.6	460
756.3	748
758.0	652
759.6	422
761.3	690
762.9	498
764.5	518
766.2	633
767.8	441
769.4	556
771.0	460
772.6	345
774.2	537
775.8	403
777.4	556
779.0	479
780.5	326
782.1	518
783.7	403
785.2	364
786.8	460
788.3	326
789.8	460
791.4	556
792.9	326
794.4	518
795.9	403
797.4	326
798.9	575
800.4	460
801.9	498
803.4	403
804.9	211
806.4	498
807.8	441
809.3	422
810.7	614
812.2	326
813.6	441
815.1	422
816.5	364
817.9	537
819.4	403
820.8	326
822.2	633
823.6	403
825.0	498
826.4	498
827.8	441
829.1	498
830.5	460
831.9	460
833.3	498
834.6	326
836.0	460
837.3	479
838.7	403
840.0	556
841.4	364
842.7	345
844.0	537
845.3	268
846.7	383
848.0	460
849.3	345
850.6	479
851.9	403
853.2	287
854.5	556
855.7	345
857.0	460
858.3	460
859.6	172
860.8	498
862.1	345
863.3	326
864.6	518
865.8	287
867.1	479
868.3	460
869.5	230
870.8	441
872.0	307
873.2	268
874.4	518
875.6	249
876.8	383
878.0	422
879.2	307
880.4	403
