# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 20:07:49 wavelength [nm] [Tab] light intensity Exposure time = 100 ms
wavelength	intensity
309.9	172
312.5	134
315.2	307
317.9	134
320.6	249
323.3	249
325.9	172
328.6	345
331.3	287
333.9	57
336.6	345
339.2	172
341.9	326
344.6	326
347.2	153
349.9	345
352.5	172
355.2	115
357.8	403
360.4	134
363.1	345
365.7	172
368.3	191
371.0	326
373.6	191
376.2	172
378.8	326
381.4	211
384.0	364
386.7	268
389.3	134
391.9	326
394.5	287
397.0	249
399.6	326
402.2	249
404.8	287
407.4	249
410.0	191
412.5	326
415.1	287
417.7	191
420.2	479
422.8	211
425.3	422
427.9	345
430.4	326
433.0	518
435.5	479
438.0	403
440.6	633
443.1	479
445.6	498
448.1	498
450.6	249
453.1	518
455.7	326
458.1	326
460.6	422
463.1	249
465.6	364
468.1	364
470.6	249
473.0	441
475.5	364
478.0	268
480.4	479
482.9	403
485.3	441
487.8	460
490.2	345
492.6	498
495.1	345
497.5	345
499.9	556
502.3	383
504.7	498
507.1	556
509.5	326
511.9	556
514.3	556
516.7	345
519.1	633
521.4	479
523.8	479
526.2	594
528.5	479
530.9	594
533.2	498
535.6	479
537.9	652
540.2	479
542.5	575
544.9	594
547.2	575
549.5	748
551.8	652
554.1	633
556.4	652
558.7	556
560.9	652
563.2	748
565.5	518
567.7	806
570.0	748
572.2	652
574.5	825
576.7	710
579.0	671
581.2	767
583.4	748
585.6	710
587.8	710
590.0	575
592.2	825
594.4	671
596.6	767
598.8	786
601.0	556
603.1	863
605.3	710
607.4	652
609.6	844
611.7	575
613.9	748
616.0	786
618.1	556
620.3	710
622.4	556
624.5	594
626.6	710
628.7	556
630.8	594
632.8	594
634.9	403
637.0	594
639.1	479
641.1	441
643.2	633
645.2	403
647.2	498
649.3	556
651.3	364
653.3	460
655.3	403
657.3	403
659.3	633
661.3	326
663.3	403
665.3	479
667.3	326
669.3	594
671.2	364
673.2	268
675.1	479
677.1	211
679.0	441
680.9	479
682.9	364
684.8	537
686.7	403
688.6	326
690.5	422
692.4	326
694.3	364
696.2	479
698.0	249
699.9	364
701.8	383
703.6	326
705.5	364
707.3	268
709.1	345
711.0	441
712.8	249
714.6	441
716.4	403
718.2	326
720.0	422
721.8	326
723.6	383
725.4	403
727.1	211
728.9	403
730.7	403
732.4	326
734.2	345
735.9	249
737.6	403
739.4	364
741.1	249
742.8	383
744.5	287
746.2	172
747.9	460
749.6	268
751.3	287
753.0	326
754.6	95
756.3	460
758.0	326
759.6	230
761.3	441
762.9	211
764.5	287
766.2	441
767.8	249
769.4	403
771.0	287
772.6	287
774.2	422
775.8	249
777.4	383
779.0	307
780.5	268
782.1	383
783.7	249
785.2	287
786.8	441
788.3	172
789.8	326
791.4	403
792.9	249
794.4	403
795.9	249
797.4	268
798.9	479
800.4	326
801.9	441
803.4	287
804.9	172
806.4	403
807.8	268
809.3	345
810.7	441
812.2	249
813.6	345
815.1	364
816.5	230
817.9	441
819.4	287
820.8	211
822.2	518
823.6	326
825.0	326
826.4	403
827.8	268
829.1	441
830.5	345
831.9	230
833.3	403
834.6	191
836.0	403
837.3	364
838.7	268
840.0	403
841.4	249
842.7	326
844.0	383
845.3	211
846.7	307
848.0	326
849.3	249
850.6	364
851.9	230
853.2	249
854.5	479
855.7	326
857.0	345
858.3	364
859.6	57
860.8	460
862.1	249
863.3	249
864.6	498
865.8	230
867.1	326
868.3	364
869.5	172
870.8	441
872.0	287
873.2	211
874.4	441
875.6	268
876.8	307
878.0	326
879.2	287
880.4	403
