# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 20:18:05 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	633
312.5	498
315.2	825
317.9	460
320.6	786
323.3	863
325.9	652
328.6	825
331.3	748
333.9	614
336.6	767
339.2	652
341.9	729
344.6	710
347.2	537
349.9	710
352.5	594
355.2	479
357.8	671
360.4	403
363.1	652
365.7	441
368.3	383
371.0	556
373.6	345
376.2	326
378.8	498
381.4	403
384.0	441
386.7	383
389.3	287
391.9	498
394.5	460
397.0	441
399.6	498
402.2	479
404.8	690
407.4	786
410.0	959
412.5	1285
415.1	1861
417.7	2590
420.2	3818
422.8	5104
425.3	7234
427.9	9806
430.4	13395
433.0	17962
435.5	22548
438.0	28267
440.6	33948
443.1	37095
445.6	38208
448.1	35790
450.6	32125
453.1	27826
455.7	23374
458.1	20457
460.6	18135
463.1	15678
465.6	14181
468.1	12761
470.6	11552
473.0	11034
475.5	10977
478.0	11149
480.4	11591
482.9	12493
485.3	13414
487.8	14834
490.2	16312
492.6	18096
495.1	19689
497.5	21435
499.9	22913
502.3	24122
504.7	25005
507.1	25773
509.5	26732
511.9	27461
514.3	28421
516.7	29112
519.1	30129
521.4	31511
523.8	32643
526.2	33813
528.5	34543
530.9	35828
533.2	36366
535.6	36865
537.9	38822
540.2	39801
542.5	41279
544.9	42814
547.2	43735
549.5	45270
551.8	46191
554.1	48034
556.4	49607
558.7	51104
560.9	53081
563.2	55134
565.5	56669
567.7	59433
570.0	61582
572.2	62887
574.5	64039
576.7	64825
579.0	65267
581.2	65574
583.4	65843
585.6	65670
587.8	65939
590.0	65843
592.2	65958
594.4	66034
596.6	66188
598.8	66150
601.0	66034
603.1	66303
605.3	66188
607.4	65996
609.6	65536
611.7	63520
613.9	60047
616.0	56765
618.1	53752
620.3	51315
622.4	48072
624.5	47151
626.6	45002
628.7	42257
630.8	40876
632.8	38956
634.9	37153
637.0	36251
639.1	33641
641.1	31453
643.2	29668
645.2	27749
647.2	25926
649.3	24276
651.3	22606
653.3	21474
655.3	20399
657.3	19056
659.3	17828
661.3	16407
663.3	15486
665.3	14105
667.3	13049
669.3	12262
671.2	11341
673.2	10305
675.1	9959
677.1	9192
679.0	8731
680.9	8309
682.9	7503
684.8	7369
686.7	6793
688.6	6217
690.5	5987
692.4	5622
694.3	5469
696.2	5085
698.0	4605
699.9	4394
701.8	4202
703.6	3972
705.5	3818
707.3	3435
709.1	3224
711.0	3166
712.8	2782
714.6	2782
716.4	2629
718.2	2437
720.0	2475
721.8	2245
723.6	2130
725.4	2015
727.1	1669
728.9	1976
730.7	1746
732.4	1631
734.2	1554
735.9	1304
737.6	1439
739.4	1381
741.1	1247
742.8	1362
744.5	1113
746.2	940
747.9	1209
749.6	1093
751.3	997
753.0	997
754.6	710
756.3	978
758.0	767
759.6	710
761.3	882
762.9	748
764.5	748
766.2	825
767.8	710
769.4	806
771.0	671
772.6	537
774.2	767
775.8	633
777.4	748
779.0	710
780.5	652
782.1	786
783.7	690
785.2	594
786.8	806
788.3	575
789.8	633
791.4	786
792.9	518
794.4	767
795.9	671
797.4	633
798.9	825
800.4	710
801.9	748
803.4	652
804.9	575
806.4	748
807.8	710
809.3	786
810.7	844
812.2	614
813.6	786
815.1	767
816.5	690
817.9	806
819.4	690
820.8	652
822.2	940
823.6	690
825.0	825
826.4	825
827.8	710
829.1	786
830.5	748
831.9	729
833.3	825
834.6	633
836.0	786
837.3	806
838.7	652
840.0	844
841.4	671
842.7	614
844.0	786
845.3	556
846.7	633
848.0	786
849.3	537
850.6	767
851.9	575
853.2	671
854.5	767
855.7	556
857.0	748
858.3	748
859.6	422
860.8	748
862.1	498
863.3	479
864.6	748
865.8	537
867.1	690
868.3	652
869.5	479
870.8	671
872.0	479
873.2	403
874.4	671
875.6	422
876.8	364
878.0	460
879.2	518
880.4	614
