# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:43:36 wavelength [nm] [Tab] light intensity Exposure time = 500 ms
wavelength	intensity
309.9	326
312.5	249
315.2	403
317.9	498
320.6	422
323.3	403
325.9	403
328.6	498
331.3	518
333.9	211
336.6	479
339.2	403
341.9	479
344.6	479
347.2	326
349.9	479
352.5	287
355.2	249
357.8	556
360.4	345
363.1	556
365.7	345
368.3	249
371.0	556
373.6	422
376.2	287
378.8	479
381.4	345
384.0	479
386.7	364
389.3	479
391.9	556
394.5	403
397.0	422
399.6	614
402.2	441
404.8	441
407.4	518
410.0	479
412.5	498
415.1	518
417.7	364
420.2	633
422.8	403
425.3	575
427.9	556
430.4	748
433.0	901
435.5	633
438.0	671
440.6	710
443.1	633
445.6	671
448.1	710
450.6	556
453.1	710
455.7	671
458.1	518
460.6	825
463.1	671
465.6	863
468.1	940
470.6	671
473.0	633
475.5	556
478.0	479
480.4	633
482.9	671
485.3	498
487.8	633
490.2	556
492.6	978
495.1	997
497.5	1093
499.9	1170
502.3	671
504.7	594
507.1	671
509.5	556
511.9	671
514.3	786
516.7	441
519.1	690
521.4	556
523.8	479
526.2	633
528.5	498
530.9	710
533.2	671
535.6	594
537.9	633
540.2	575
542.5	729
544.9	710
547.2	710
549.5	863
551.8	863
554.1	767
556.4	863
558.7	978
560.9	1554
563.2	2398
565.5	2744
567.7	2974
570.0	2782
572.2	1861
574.5	1496
576.7	1631
579.0	2091
581.2	2936
583.4	3703
585.6	4394
587.8	5008
590.0	5354
592.2	5757
594.4	5392
596.6	5008
598.8	4202
601.0	3396
603.1	3108
605.3	2705
607.4	2398
609.6	2437
611.7	2283
613.9	2322
616.0	2091
618.1	1707
620.3	1631
622.4	1400
624.5	1324
626.6	1381
628.7	1170
630.8	1151
632.8	1093
634.9	959
637.0	1113
639.1	1017
641.1	786
643.2	997
645.2	863
647.2	863
649.3	901
651.3	901
653.3	978
655.3	825
657.3	825
659.3	1017
661.3	729
663.3	786
665.3	901
667.3	748
669.3	940
671.2	825
673.2	671
675.1	806
677.1	633
679.0	729
680.9	1055
682.9	710
684.8	786
686.7	633
688.6	556
690.5	633
692.4	633
694.3	671
696.2	825
698.0	518
699.9	594
701.8	556
703.6	479
705.5	575
707.3	498
709.1	518
711.0	748
712.8	479
714.6	671
716.4	748
718.2	422
720.0	633
721.8	748
723.6	594
725.4	633
727.1	422
728.9	479
730.7	556
732.4	575
734.2	633
735.9	422
737.6	556
739.4	575
741.1	479
742.8	575
744.5	498
746.2	403
747.9	710
749.6	441
751.3	479
753.0	594
754.6	326
756.3	652
758.0	633
759.6	364
761.3	633
762.9	556
764.5	479
766.2	978
767.8	403
769.4	710
771.0	364
772.6	422
774.2	594
775.8	518
777.4	498
779.0	518
780.5	537
782.1	575
783.7	403
785.2	479
786.8	633
788.3	441
789.8	556
791.4	671
792.9	345
794.4	594
795.9	498
797.4	575
798.9	710
800.4	556
801.9	729
803.4	556
804.9	556
806.4	633
807.8	614
809.3	863
810.7	1209
812.2	1247
813.6	1784
815.1	2130
816.5	2168
817.9	2206
819.4	1861
820.8	1400
822.2	1400
823.6	1055
825.0	806
826.4	671
827.8	556
829.1	825
830.5	633
831.9	441
833.3	614
834.6	403
836.0	710
837.3	633
838.7	786
840.0	748
841.4	479
842.7	652
844.0	594
845.3	403
846.7	556
848.0	556
849.3	556
850.6	671
851.9	479
853.2	556
854.5	863
855.7	479
857.0	556
858.3	633
859.6	326
860.8	748
862.1	537
863.3	441
864.6	710
865.8	594
867.1	633
868.3	575
869.5	441
870.8	710
872.0	518
873.2	479
874.4	863
875.6	748
876.8	748
878.0	518
879.2	518
880.4	594
