# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:52:11 wavelength [nm] [Tab] light intensity Exposure time = 49 ms
wavelength	intensity
309.9	172
312.5	172
315.2	345
317.9	115
320.6	268
323.3	287
325.9	134
328.6	326
331.3	268
333.9	134
336.6	287
339.2	172
341.9	326
344.6	268
347.2	76
349.9	287
352.5	172
355.2	172
357.8	345
360.4	153
363.1	287
365.7	211
368.3	134
371.0	249
373.6	134
376.2	172
378.8	345
381.4	211
384.0	287
386.7	307
389.3	134
391.9	268
394.5	307
397.0	153
399.6	230
402.2	211
404.8	211
407.4	268
410.0	191
412.5	268
415.1	268
417.7	134
420.2	403
422.8	211
425.3	326
427.9	307
430.4	249
433.0	460
435.5	364
438.0	287
440.6	498
443.1	326
445.6	479
448.1	441
450.6	172
453.1	498
455.7	364
458.1	326
460.6	441
463.1	153
465.6	403
468.1	422
470.6	268
473.0	364
475.5	326
478.0	211
480.4	383
482.9	422
485.3	326
487.8	345
490.2	249
492.6	441
495.1	268
497.5	326
499.9	518
502.3	326
504.7	460
507.1	479
509.5	307
511.9	479
514.3	498
516.7	268
519.1	498
521.4	403
523.8	364
526.2	441
528.5	307
530.9	498
533.2	403
535.6	383
537.9	498
540.2	403
542.5	498
544.9	479
547.2	498
549.5	633
551.8	441
554.1	441
556.4	556
558.7	403
560.9	498
563.2	556
565.5	441
567.7	575
570.0	556
572.2	441
574.5	671
576.7	460
579.0	498
581.2	614
583.4	652
585.6	690
587.8	633
590.0	556
592.2	863
594.4	806
596.6	959
598.8	997
601.0	921
603.1	1362
605.3	1439
607.4	1612
609.6	2130
611.7	2245
613.9	2916
616.0	3396
618.1	3934
620.3	4682
622.4	5200
624.5	5661
626.6	6275
628.7	5814
630.8	5546
632.8	4740
634.9	3780
637.0	3262
639.1	2398
641.1	1823
643.2	1631
645.2	1151
647.2	1055
649.3	940
651.3	652
653.3	633
655.3	633
657.3	575
659.3	614
661.3	422
663.3	518
665.3	518
667.3	403
669.3	479
671.2	403
673.2	307
675.1	518
677.1	287
679.0	479
680.9	498
682.9	345
684.8	518
686.7	441
688.6	307
690.5	422
692.4	307
694.3	479
696.2	518
698.0	249
699.9	364
701.8	345
703.6	326
705.5	441
707.3	211
709.1	326
711.0	403
712.8	230
714.6	403
716.4	403
718.2	268
720.0	441
721.8	268
723.6	364
725.4	364
727.1	153
728.9	345
730.7	403
732.4	287
734.2	441
735.9	230
737.6	364
739.4	326
741.1	249
742.8	403
744.5	268
746.2	172
747.9	498
749.6	249
751.3	326
753.0	326
754.6	57
756.3	383
758.0	345
759.6	134
761.3	403
762.9	249
764.5	249
766.2	460
767.8	249
769.4	345
771.0	287
772.6	211
774.2	364
775.8	191
777.4	345
779.0	383
780.5	268
782.1	345
783.7	307
785.2	211
786.8	403
788.3	191
789.8	326
791.4	441
792.9	172
794.4	403
795.9	287
797.4	249
798.9	441
800.4	326
801.9	364
803.4	307
804.9	134
806.4	403
807.8	345
809.3	287
810.7	479
812.2	249
813.6	403
815.1	403
816.5	268
817.9	403
819.4	326
820.8	249
822.2	460
823.6	287
825.0	345
826.4	383
827.8	249
829.1	441
830.5	268
831.9	249
833.3	441
834.6	211
836.0	364
837.3	441
838.7	307
840.0	403
841.4	268
842.7	345
844.0	326
845.3	191
846.7	268
848.0	326
849.3	134
850.6	326
851.9	230
853.2	172
854.5	422
855.7	230
857.0	307
858.3	345
859.6	19
860.8	441
862.1	191
863.3	211
864.6	460
865.8	172
867.1	364
868.3	326
869.5	134
870.8	364
872.0	191
873.2	76
874.4	345
875.6	249
876.8	268
878.0	345
879.2	249
880.4	403
