# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 19:52:34 wavelength [nm] [Tab] light intensity Exposure time = 4 ms
wavelength	intensity
309.9	307
312.5	191
315.2	403
317.9	211
320.6	441
323.3	345
325.9	230
328.6	498
331.3	364
333.9	191
336.6	403
339.2	268
341.9	422
344.6	403
347.2	134
349.9	383
352.5	287
355.2	211
357.8	403
360.4	134
363.1	345
365.7	172
368.3	172
371.0	364
373.6	191
376.2	191
378.8	383
381.4	191
384.0	326
386.7	287
389.3	172
391.9	364
394.5	326
397.0	249
399.6	326
402.2	345
404.8	383
407.4	441
410.0	460
412.5	748
415.1	978
417.7	1113
420.2	1688
422.8	2015
425.3	2686
427.9	3415
430.4	4317
433.0	5622
435.5	6947
438.0	8789
440.6	11226
443.1	13855
445.6	16926
448.1	19440
450.6	20898
453.1	22050
455.7	21781
458.1	20284
460.6	18595
463.1	16753
465.6	15601
468.1	14143
470.6	12454
473.0	11188
475.5	10228
478.0	9480
480.4	9384
482.9	8827
485.3	8942
487.8	8866
490.2	9000
492.6	9614
495.1	9710
497.5	10151
499.9	10996
502.3	11092
504.7	11648
507.1	11936
509.5	12147
511.9	12416
514.3	13030
516.7	12992
519.1	13491
521.4	13951
523.8	14680
526.2	14911
528.5	15083
530.9	15793
533.2	16004
535.6	15525
537.9	16369
540.2	16753
542.5	17213
544.9	17482
547.2	17674
549.5	18058
551.8	17847
554.1	18250
556.4	18595
558.7	18921
560.9	19229
563.2	19382
565.5	19632
567.7	20361
570.0	20745
572.2	20917
574.5	21224
576.7	21589
579.0	21474
581.2	21512
583.4	21627
585.6	21762
587.8	22050
590.0	21973
592.2	22299
594.4	22088
596.6	22587
598.8	22280
601.0	22050
603.1	22357
605.3	21589
607.4	21013
609.6	20591
611.7	19747
613.9	18902
616.0	18211
618.1	17521
620.3	16983
622.4	15985
624.5	15832
626.6	15141
628.7	14105
630.8	13529
632.8	13183
634.9	12147
637.0	12301
639.1	11188
641.1	10574
643.2	10382
645.2	9537
647.2	9230
649.3	8482
651.3	8175
653.3	7733
655.3	7465
657.3	7158
659.3	6793
661.3	6313
663.3	6083
665.3	5622
667.3	5277
669.3	5085
671.2	4701
673.2	4337
675.1	4337
677.1	4010
679.0	3818
680.9	3684
682.9	3377
684.8	3262
686.7	2993
688.6	2821
690.5	2686
692.4	2571
694.3	2456
696.2	2437
698.0	2091
699.9	2130
701.8	2034
703.6	1861
705.5	1861
707.3	1650
709.1	1669
711.0	1573
712.8	1381
714.6	1496
716.4	1381
718.2	1304
720.0	1343
721.8	1170
723.6	1189
725.4	1055
727.1	806
728.9	1036
730.7	959
732.4	921
734.2	940
735.9	786
737.6	863
739.4	806
741.1	652
742.8	806
744.5	652
746.2	537
747.9	767
749.6	671
751.3	575
753.0	671
754.6	403
756.3	671
758.0	575
759.6	441
761.3	594
762.9	460
764.5	498
766.2	594
767.8	441
769.4	518
771.0	441
772.6	383
774.2	556
775.8	383
777.4	498
779.0	441
780.5	403
782.1	460
783.7	383
785.2	383
786.8	479
788.3	326
789.8	403
791.4	498
792.9	326
794.4	537
795.9	403
797.4	383
798.9	518
800.4	441
801.9	460
803.4	403
804.9	249
806.4	518
807.8	498
809.3	403
810.7	594
812.2	287
813.6	441
815.1	498
816.5	326
817.9	537
819.4	364
820.8	287
822.2	633
823.6	364
825.0	498
826.4	441
827.8	287
829.1	479
830.5	345
831.9	307
833.3	460
834.6	249
836.0	498
837.3	498
838.7	345
840.0	460
841.4	383
842.7	287
844.0	403
845.3	268
846.7	345
848.0	441
849.3	268
850.6	441
851.9	287
853.2	326
854.5	498
855.7	249
857.0	441
858.3	422
859.6	95
860.8	460
862.1	345
863.3	211
864.6	518
865.8	287
867.1	498
868.3	364
869.5	249
870.8	441
872.0	307
873.2	268
874.4	403
875.6	268
876.8	326
878.0	383
879.2	268
880.4	403
