# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	30.09.2025 20:54:28 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	268
312.5	172
315.2	364
317.9	134
320.6	307
323.3	364
325.9	191
328.6	403
331.3	268
333.9	211
336.6	383
339.2	211
341.9	287
344.6	364
347.2	172
349.9	345
352.5	287
355.2	191
357.8	479
360.4	153
363.1	441
365.7	211
368.3	172
371.0	364
373.6	211
376.2	191
378.8	403
381.4	287
384.0	364
386.7	307
389.3	153
391.9	364
394.5	287
397.0	326
399.6	403
402.2	326
404.8	422
407.4	441
410.0	287
412.5	345
415.1	383
417.7	268
420.2	537
422.8	364
425.3	441
427.9	518
430.4	690
433.0	997
435.5	959
438.0	863
440.6	652
443.1	556
445.6	633
448.1	671
450.6	460
453.1	710
455.7	594
458.1	575
460.6	786
463.1	710
465.6	978
468.1	1093
470.6	748
473.0	710
475.5	594
478.0	403
480.4	556
482.9	498
485.3	441
487.8	614
490.2	652
492.6	1074
495.1	1113
497.5	1113
499.9	1209
502.3	652
504.7	537
507.1	556
509.5	518
511.9	614
514.3	710
516.7	364
519.1	537
521.4	460
523.8	422
526.2	498
528.5	441
530.9	575
533.2	479
535.6	460
537.9	940
540.2	1209
542.5	1496
544.9	1535
547.2	1266
549.5	1113
551.8	844
554.1	882
556.4	1170
558.7	1400
560.9	2821
563.2	4049
565.5	4394
567.7	4893
570.0	4452
572.2	2821
574.5	2398
576.7	2398
579.0	3511
581.2	5603
583.4	8194
585.6	12032
587.8	15621
590.0	17079
592.2	18327
594.4	16791
596.6	14700
598.8	12282
601.0	9806
603.1	8578
605.3	7234
607.4	6313
609.6	5795
611.7	5027
613.9	4644
616.0	4413
618.1	3818
620.3	3473
622.4	2821
624.5	2686
626.6	2744
628.7	2283
630.8	2302
632.8	2072
634.9	1861
637.0	1995
639.1	1727
641.1	1688
643.2	1727
645.2	1592
647.2	1554
649.3	1458
651.3	1266
653.3	1420
655.3	1343
657.3	1324
659.3	1477
661.3	1189
663.3	1324
665.3	1362
667.3	1170
669.3	1381
671.2	1285
673.2	1113
675.1	1285
677.1	882
679.0	1055
680.9	959
682.9	767
684.8	882
686.7	767
688.6	594
690.5	671
692.4	633
694.3	652
696.2	710
698.0	498
699.9	594
701.8	633
703.6	556
705.5	652
707.3	460
709.1	614
711.0	633
712.8	498
714.6	633
716.4	633
718.2	556
720.0	671
721.8	460
723.6	556
725.4	518
727.1	326
728.9	575
730.7	556
732.4	479
734.2	575
735.9	345
737.6	460
739.4	518
741.1	460
742.8	537
744.5	460
746.2	383
747.9	537
749.6	403
751.3	498
753.0	518
754.6	364
756.3	537
758.0	479
759.6	422
761.3	690
762.9	575
764.5	614
766.2	710
767.8	556
769.4	671
771.0	537
772.6	441
774.2	537
775.8	422
777.4	537
779.0	460
780.5	383
782.1	556
783.7	441
785.2	422
786.8	575
788.3	268
789.8	479
791.4	594
792.9	326
794.4	556
795.9	422
797.4	403
798.9	652
800.4	537
801.9	575
803.4	556
804.9	403
806.4	690
807.8	690
809.3	786
810.7	1247
812.2	1765
813.6	2744
815.1	3262
816.5	3531
817.9	3972
819.4	4010
820.8	3588
822.2	3128
823.6	2130
825.0	1612
826.4	1093
827.8	633
829.1	748
830.5	575
831.9	498
833.3	633
834.6	383
836.0	518
837.3	614
838.7	422
840.0	556
841.4	403
842.7	383
844.0	537
845.3	268
846.7	422
848.0	498
849.3	287
850.6	460
851.9	307
853.2	230
854.5	479
855.7	268
857.0	441
858.3	441
859.6	191
860.8	518
862.1	345
863.3	268
864.6	537
865.8	249
867.1	479
868.3	441
869.5	191
870.8	460
872.0	326
873.2	326
874.4	479
875.6	230
876.8	307
878.0	383
879.2	364
880.4	403
