# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:41:26 wavelength [nm] [Tab] light intensity Exposure time = 860 ms
wavelength	intensity
309.9	786
312.5	786
315.2	997
317.9	1516
320.6	940
323.3	959
325.9	863
328.6	1055
331.3	1113
333.9	690
336.6	1055
339.2	825
341.9	959
344.6	940
347.2	710
349.9	882
352.5	806
355.2	748
357.8	1055
360.4	748
363.1	1017
365.7	863
368.3	806
371.0	1132
373.6	863
376.2	901
378.8	863
381.4	882
384.0	1036
386.7	882
389.3	1266
391.9	1170
394.5	1093
397.0	1113
399.6	1247
402.2	1209
404.8	1074
407.4	1113
410.0	1209
412.5	1362
415.1	1132
417.7	1170
420.2	1362
422.8	1400
425.3	1516
427.9	1439
430.4	1976
433.0	2168
435.5	1631
438.0	1976
440.6	1784
443.1	2091
445.6	2091
448.1	2322
450.6	2072
453.1	2110
455.7	2283
458.1	1976
460.6	2859
463.1	3166
465.6	3588
468.1	3665
470.6	2744
473.0	1976
475.5	1899
478.0	1209
480.4	1362
482.9	1554
485.3	1324
487.8	1746
490.2	2187
492.6	4356
495.1	5162
497.5	5315
499.9	4912
502.3	2648
504.7	1631
507.1	1554
509.5	1612
511.9	2168
514.3	2110
516.7	1592
519.1	1727
521.4	1324
523.8	1209
526.2	1381
528.5	1458
530.9	1707
533.2	1631
535.6	1400
537.9	1554
540.2	1669
542.5	2091
544.9	2437
547.2	2725
549.5	3262
551.8	4087
554.1	4471
556.4	5469
558.7	7234
560.9	11226
563.2	18058
565.5	23182
567.7	24544
570.0	23047
572.2	18403
574.5	15083
576.7	17693
579.0	22971
581.2	28075
583.4	28689
585.6	27058
587.8	27346
590.0	28843
592.2	33948
594.4	38822
596.6	41029
598.8	38093
601.0	33948
603.1	30685
605.3	27116
607.4	23892
609.6	22894
611.7	21762
613.9	20207
616.0	18518
618.1	16369
620.3	14258
622.4	12166
624.5	11111
626.6	10535
628.7	9863
630.8	9460
632.8	8846
634.9	8309
637.0	8386
639.1	8002
641.1	7234
643.2	7138
645.2	6889
647.2	6467
649.3	6428
651.3	6428
653.3	6390
655.3	5853
657.3	5795
659.3	5546
661.3	5277
663.3	5162
665.3	5565
667.3	5469
669.3	5661
671.2	5661
673.2	5123
675.1	5085
677.1	4394
679.0	4010
680.9	3627
682.9	3742
684.8	3051
686.7	2936
688.6	2648
690.5	2629
692.4	2552
694.3	2360
696.2	2782
698.0	2206
699.9	2283
701.8	2322
703.6	1995
705.5	2168
707.3	2206
709.1	2034
711.0	2494
712.8	1976
714.6	2168
716.4	2149
718.2	1919
720.0	1995
721.8	2629
723.6	1976
725.4	1938
727.1	1861
728.9	1823
730.7	1784
732.4	2034
734.2	1784
735.9	1631
737.6	1938
739.4	1938
741.1	1842
742.8	1784
744.5	1650
746.2	1458
747.9	1899
749.6	1669
751.3	1496
753.0	1880
754.6	1439
756.3	1938
758.0	1938
759.6	1400
761.3	1957
762.9	2187
764.5	1976
766.2	3339
767.8	1842
769.4	2264
771.0	1554
772.6	1631
774.2	1669
775.8	1554
777.4	1516
779.0	1554
780.5	1496
782.1	1400
783.7	1362
785.2	1573
786.8	1631
788.3	1400
789.8	1631
791.4	1784
792.9	1362
794.4	1592
795.9	1612
797.4	1823
798.9	1823
800.4	1707
801.9	2110
803.4	1765
804.9	2130
806.4	2091
807.8	2110
809.3	2916
810.7	4030
812.2	6083
813.6	9460
815.1	12761
816.5	15064
817.9	15601
819.4	14911
820.8	13414
822.2	11072
823.6	8117
825.0	5085
826.4	3300
827.8	2571
829.1	2705
830.5	2322
831.9	1669
833.3	1823
834.6	1324
836.0	1938
837.3	1496
838.7	2398
840.0	1823
841.4	1477
842.7	1554
844.0	1381
845.3	1189
846.7	1324
848.0	1362
849.3	1554
850.6	1554
851.9	1285
853.2	1592
854.5	1823
855.7	1170
857.0	1209
858.3	1285
859.6	978
860.8	1631
862.1	1516
863.3	1247
864.6	1496
865.8	1669
867.1	1420
868.3	1304
869.5	1247
870.8	1707
872.0	1362
873.2	1093
874.4	1727
875.6	1880
876.8	2015
878.0	1151
879.2	1285
880.4	1324
