# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:33:12 wavelength [nm] [Tab] light intensity Exposure time = 8 ms
wavelength	intensity
309.9	249
312.5	153
315.2	345
317.9	95
320.6	326
323.3	268
325.9	172
328.6	364
331.3	287
333.9	134
336.6	403
339.2	211
341.9	268
344.6	326
347.2	134
349.9	326
352.5	249
355.2	191
357.8	383
360.4	134
363.1	364
365.7	191
368.3	134
371.0	287
373.6	211
376.2	153
378.8	441
381.4	268
384.0	364
386.7	364
389.3	230
391.9	441
394.5	403
397.0	383
399.6	441
402.2	364
404.8	441
407.4	479
410.0	441
412.5	441
415.1	518
417.7	460
420.2	710
422.8	479
425.3	518
427.9	556
430.4	633
433.0	806
435.5	652
438.0	633
440.6	786
443.1	671
445.6	825
448.1	882
450.6	671
453.1	844
455.7	633
458.1	710
460.6	1036
463.1	1209
465.6	1516
468.1	1477
470.6	959
473.0	825
475.5	614
478.0	479
480.4	556
482.9	479
485.3	498
487.8	575
490.2	863
492.6	1823
495.1	2475
497.5	2686
499.9	2494
502.3	1151
504.7	633
507.1	671
509.5	537
511.9	863
514.3	863
516.7	633
519.1	671
521.4	460
523.8	422
526.2	498
528.5	403
530.9	556
533.2	479
535.6	518
537.9	652
540.2	498
542.5	748
544.9	863
547.2	978
549.5	1362
551.8	1554
554.1	1861
556.4	2283
558.7	2801
560.9	3934
563.2	6313
565.5	8846
567.7	10171
570.0	10075
572.2	7695
574.5	5718
576.7	6812
579.0	8923
581.2	11917
583.4	13375
585.6	13395
587.8	13337
590.0	13337
592.2	15141
594.4	17712
596.6	17060
598.8	14450
601.0	11802
603.1	10228
605.3	8654
607.4	7618
609.6	7196
611.7	6966
613.9	6774
616.0	6313
618.1	5411
620.3	4317
622.4	3473
624.5	3339
626.6	3224
628.7	2936
630.8	2667
632.8	2590
634.9	2283
637.0	2475
639.1	2149
641.1	1995
643.2	2130
645.2	1938
647.2	1880
649.3	1842
651.3	1535
653.3	1669
655.3	1631
657.3	1554
659.3	1631
661.3	1324
663.3	1439
665.3	1458
667.3	1400
669.3	1592
671.2	1477
673.2	1324
675.1	1439
677.1	1093
679.0	1209
680.9	1132
682.9	901
684.8	1017
686.7	863
688.6	786
690.5	748
692.4	710
694.3	825
696.2	863
698.0	575
699.9	710
701.8	633
703.6	556
705.5	710
707.3	575
709.1	633
711.0	633
712.8	594
714.6	806
716.4	652
718.2	575
720.0	671
721.8	575
723.6	671
725.4	594
727.1	364
728.9	537
730.7	633
732.4	518
734.2	594
735.9	441
737.6	594
739.4	575
741.1	441
742.8	594
744.5	479
746.2	403
747.9	671
749.6	498
751.3	518
753.0	518
754.6	345
756.3	556
758.0	479
759.6	441
761.3	710
762.9	556
764.5	748
766.2	844
767.8	671
769.4	748
771.0	556
772.6	479
774.2	614
775.8	383
777.4	498
779.0	479
780.5	403
782.1	498
783.7	383
785.2	441
786.8	633
788.3	364
789.8	364
791.4	594
792.9	364
794.4	518
795.9	479
797.4	422
798.9	633
800.4	518
801.9	556
803.4	479
804.9	326
806.4	671
807.8	671
809.3	882
810.7	1439
812.2	2091
813.6	3396
815.1	4586
816.5	5258
817.9	6006
819.4	5776
820.8	4452
822.2	3703
823.6	2206
825.0	1439
826.4	863
827.8	614
829.1	710
830.5	498
831.9	441
833.3	556
834.6	268
836.0	441
837.3	556
838.7	441
840.0	479
841.4	268
842.7	287
844.0	441
845.3	211
846.7	326
848.0	441
849.3	268
850.6	403
851.9	307
853.2	249
854.5	479
855.7	268
857.0	326
858.3	403
859.6	134
860.8	403
862.1	230
863.3	211
864.6	441
865.8	230
867.1	403
868.3	403
869.5	172
870.8	403
872.0	230
873.2	249
874.4	364
875.6	249
876.8	287
878.0	268
879.2	230
880.4	345
