# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:34:49 wavelength [nm] [Tab] light intensity Exposure time = 1 ms
wavelength	intensity
309.9	326
312.5	268
315.2	479
317.9	268
320.6	383
323.3	383
325.9	268
328.6	441
331.3	460
333.9	307
336.6	498
339.2	307
341.9	479
344.6	441
347.2	249
349.9	441
352.5	479
355.2	307
357.8	518
360.4	287
363.1	518
365.7	441
368.3	345
371.0	537
373.6	403
376.2	441
378.8	575
381.4	479
384.0	614
386.7	652
389.3	556
391.9	748
394.5	748
397.0	786
399.6	863
402.2	844
404.8	1017
407.4	959
410.0	901
412.5	1055
415.1	1017
417.7	1093
420.2	1324
422.8	1170
425.3	1304
427.9	1420
430.4	1496
433.0	1746
435.5	1784
438.0	1707
440.6	1823
443.1	1976
445.6	2226
448.1	2437
450.6	2168
453.1	2130
455.7	1976
458.1	2130
460.6	3319
463.1	3818
465.6	4471
468.1	4279
470.6	2859
473.0	2053
475.5	1554
478.0	1170
480.4	1093
482.9	1132
485.3	1247
487.8	1823
490.2	3895
492.6	6313
495.1	7561
497.5	8156
499.9	7445
502.3	2686
504.7	1458
507.1	1707
509.5	1707
511.9	2015
514.3	2168
516.7	1727
519.1	1304
521.4	978
523.8	1055
526.2	1055
528.5	978
530.9	1170
533.2	1113
535.6	1324
537.9	1535
540.2	1631
542.5	2187
544.9	2763
547.2	3473
549.5	4740
551.8	5661
554.1	7081
556.4	8923
558.7	12915
560.9	22721
563.2	31203
565.5	35828
567.7	40799
570.0	40933
572.2	28689
574.5	26886
576.7	33334
579.0	41893
581.2	46268
583.4	48475
585.6	52064
587.8	52793
590.0	50931
592.2	57974
594.4	62216
596.6	59452
598.8	51565
601.0	43351
603.1	36193
605.3	30647
607.4	26905
609.6	25197
611.7	22433
613.9	20399
616.0	18691
618.1	16139
620.3	12493
622.4	10804
624.5	10266
626.6	9556
628.7	8866
630.8	8750
632.8	8194
634.9	7657
637.0	7503
639.1	6870
641.1	6505
643.2	6582
645.2	6064
647.2	5910
649.3	5622
651.3	5354
653.3	5392
655.3	5239
657.3	4970
659.3	5027
661.3	4663
663.3	4797
665.3	4989
667.3	4740
669.3	5008
671.2	4797
673.2	4509
675.1	4452
677.1	3818
679.0	3607
680.9	3319
682.9	2801
684.8	2782
686.7	2475
688.6	2168
690.5	2245
692.4	2187
694.3	2187
696.2	2283
698.0	1861
699.9	1976
701.8	1957
703.6	1765
705.5	1919
707.3	1707
709.1	1765
711.0	1746
712.8	1573
714.6	1746
716.4	1746
718.2	1592
720.0	1784
721.8	1612
723.6	1631
725.4	1554
727.1	1285
728.9	1439
730.7	1535
732.4	1439
734.2	1420
735.9	1304
737.6	1420
739.4	1439
741.1	1247
742.8	1477
744.5	1400
746.2	1247
747.9	1554
749.6	1381
751.3	1362
753.0	1304
754.6	1113
756.3	1400
758.0	1285
759.6	1266
761.3	1707
762.9	1784
764.5	1957
766.2	2341
767.8	2130
769.4	2091
771.0	1765
772.6	1439
774.2	1304
775.8	1055
777.4	1132
779.0	1093
780.5	1017
782.1	1113
783.7	1036
785.2	901
786.8	1132
788.3	1017
789.8	1151
791.4	1209
792.9	1055
794.4	1285
795.9	1151
797.4	1151
798.9	1496
800.4	1381
801.9	1631
803.4	1573
804.9	1592
806.4	1938
807.8	2149
809.3	3300
810.7	5853
812.2	9806
813.6	14757
815.1	18557
816.5	20764
817.9	22453
819.4	23604
820.8	21666
822.2	16964
823.6	10305
825.0	5296
826.4	2936
827.8	2053
829.1	1861
830.5	1400
831.9	1151
833.3	1151
834.6	844
836.0	997
837.3	940
838.7	825
840.0	901
841.4	671
842.7	633
844.0	767
845.3	498
846.7	652
848.0	710
849.3	556
850.6	690
851.9	575
853.2	479
854.5	748
855.7	537
857.0	537
858.3	594
859.6	326
860.8	594
862.1	422
863.3	364
864.6	671
865.8	403
867.1	633
868.3	633
869.5	364
870.8	537
872.0	403
873.2	364
874.4	614
875.6	383
876.8	479
878.0	441
879.2	403
880.4	594
