# Lumini 3.1.0 v1.9.4-116-gdf13ecd spectrum	29.09.2025 22:18:27 wavelength [nm] [Tab] light intensity Exposure time = 8 ms
wavelength	intensity
309.9	211
312.5	95
315.2	326
317.9	115
320.6	249
323.3	230
325.9	153
328.6	326
331.3	287
333.9	134
336.6	345
339.2	115
341.9	307
344.6	364
347.2	134
349.9	249
352.5	211
355.2	191
357.8	326
360.4	134
363.1	326
365.7	230
368.3	95
371.0	345
373.6	191
376.2	134
378.8	326
381.4	211
384.0	307
386.7	249
389.3	172
391.9	287
394.5	307
397.0	230
399.6	268
402.2	172
404.8	268
407.4	268
410.0	172
412.5	268
415.1	307
417.7	211
420.2	422
422.8	211
425.3	268
427.9	307
430.4	249
433.0	422
435.5	364
438.0	326
440.6	422
443.1	287
445.6	422
448.1	441
450.6	191
453.1	594
455.7	460
458.1	460
460.6	594
463.1	345
465.6	537
468.1	441
470.6	364
473.0	556
475.5	403
478.0	403
480.4	537
482.9	460
485.3	441
487.8	479
490.2	403
492.6	518
495.1	345
497.5	345
499.9	518
502.3	403
504.7	594
507.1	556
509.5	403
511.9	575
514.3	614
516.7	383
519.1	633
521.4	441
523.8	518
526.2	575
528.5	460
530.9	633
533.2	594
535.6	633
537.9	710
540.2	556
542.5	633
544.9	652
547.2	633
549.5	901
551.8	748
554.1	710
556.4	844
558.7	710
560.9	825
563.2	844
565.5	652
567.7	901
570.0	882
572.2	806
574.5	978
576.7	806
579.0	882
581.2	997
583.4	940
585.6	978
587.8	882
590.0	882
592.2	1093
594.4	959
596.6	1074
598.8	940
601.0	844
603.1	1093
605.3	1017
607.4	863
609.6	1132
611.7	844
613.9	978
616.0	997
618.1	940
620.3	1017
622.4	806
624.5	863
626.6	901
628.7	786
630.8	786
632.8	786
634.9	652
637.0	806
639.1	671
641.1	594
643.2	748
645.2	614
647.2	671
649.3	729
651.3	498
653.3	633
655.3	518
657.3	594
659.3	729
661.3	441
663.3	498
665.3	614
667.3	383
669.3	671
671.2	422
673.2	403
675.1	575
677.1	345
679.0	556
680.9	518
682.9	326
684.8	556
686.7	460
688.6	326
690.5	460
692.4	307
694.3	460
696.2	498
698.0	211
699.9	383
701.8	345
703.6	287
705.5	403
707.3	249
709.1	364
711.0	460
712.8	249
714.6	422
716.4	383
718.2	326
720.0	441
721.8	307
723.6	383
725.4	307
727.1	153
728.9	345
730.7	403
732.4	326
734.2	383
735.9	249
737.6	364
739.4	345
741.1	249
742.8	383
744.5	268
746.2	172
747.9	422
749.6	307
751.3	307
753.0	403
754.6	153
756.3	383
758.0	364
759.6	230
761.3	422
762.9	249
764.5	326
766.2	422
767.8	287
769.4	364
771.0	326
772.6	191
774.2	403
775.8	249
777.4	364
779.0	287
780.5	287
782.1	345
783.7	287
785.2	307
786.8	403
788.3	211
789.8	326
791.4	403
792.9	230
794.4	403
795.9	307
797.4	211
798.9	441
800.4	326
801.9	326
803.4	287
804.9	172
806.4	403
807.8	307
809.3	268
810.7	479
812.2	211
813.6	364
815.1	326
816.5	287
817.9	403
819.4	326
820.8	211
822.2	537
823.6	211
825.0	364
826.4	364
827.8	249
829.1	422
830.5	287
831.9	249
833.3	364
834.6	211
836.0	345
837.3	326
838.7	230
840.0	403
841.4	211
842.7	230
844.0	326
845.3	134
846.7	249
848.0	364
849.3	287
850.6	307
851.9	249
853.2	134
854.5	383
855.7	172
857.0	307
858.3	287
859.6	0
860.8	364
862.1	211
863.3	172
864.6	383
865.8	211
867.1	403
868.3	345
869.5	95
870.8	345
872.0	191
873.2	191
874.4	403
875.6	230
876.8	172
878.0	287
879.2	268
880.4	326
